id,type,path,apidoc_Text
7587,method,org/apache/commons/collections/CollectionUtils/get/Object;int,"Returns the <code>index</code>-th value in <code>object</code>, throwing\n <code>IndexOutOfBoundsException</code> if there is no such element or\n <code>IllegalArgumentException</code> if <code>object</code> is not an\n instance of one of the supported types.\n <p>\n The supported types, and associated semantics are:\n <ul>\n <li> Map -- the value returned is the <code>Map.Entry</code> in position\n      <code>index</code> in the map's <code>entrySet</code> iterator,\n      if there is such an entry.</li>\n <li> List -- this method is equivalent to the list's get method.</li>\n <li> Array -- the <code>index</code>-th array entry is returned,\n      if there is such an entry; otherwise an <code>IndexOutOfBoundsException</code>\n      is thrown.</li>\n <li> Collection -- the value returned is the <code>index</code>-th object\n      returned by the collection's default iterator, if there is such an element.</li>\n <li> Iterator or Enumeration -- the value returned is the\n      <code>index</code>-th object in the Iterator/Enumeration, if there\n      is such an element.  The Iterator/Enumeration is advanced to\n      <code>index</code> (or to the end, if <code>index</code> exceeds the\n      number of entries) as a side effect of this method.</li>\n </ul>\n\n @param object  the object to get a value from\n @param index  the index to get\n @return the object at the specified index\n @throws IndexOutOfBoundsException if the index is invalid\n @throws IllegalArgumentException if the object type is invalid\n"
7588,method,org/apache/commons/collections/CollectionUtils/get/Map;int,"Returns the <code>index</code>-th <code>Map.Entry</code> in the <code>map</code>'s <code>entrySet</code>, throwing\n <code>IndexOutOfBoundsException</code> if there is no such element.\n\n @param map  the object to get a value from\n @param index  the index to get\n @return the object at the specified index\n @throws IndexOutOfBoundsException if the index is invalid\n"
7593,method,org/apache/commons/collections/CollectionUtils/reverseArray/Object[],Reverses the order of the given array.\n\n @param array  the array to reverse\n
7594,method,org/apache/commons/collections/CollectionUtils/isFull/Collection,Returns true if no more elements can be added to the Collection.\n <p>\n This method uses the {@link BoundedCollection} interface to determine the\n full status. If the collection does not implement this interface then\n false is returned.\n <p>\n The collection does not have to implement this interface directly.\n If the collection has been decorated using the decorators subpackage\n then these will be removed to access the BoundedCollection.\n\n @param coll  the collection to check\n @return true if the BoundedCollection is full\n @throws NullPointerException if the collection is null\n
7595,method,org/apache/commons/collections/CollectionUtils/maxSize/Collection,"Get the maximum number of elements that the Collection can contain.\n <p>\n This method uses the {@link BoundedCollection} interface to determine the\n maximum size. If the collection does not implement this interface then\n -1 is returned.\n <p>\n The collection does not have to implement this interface directly.\n If the collection has been decorated using the decorators subpackage\n then these will be removed to access the BoundedCollection.\n\n @param coll  the collection to check\n @return the maximum size of the BoundedCollection, -1 if no maximum size\n @throws NullPointerException if the collection is null\n"
7602,method,org/apache/commons/collections/CollectionUtils/extractSingleton/Collection,Extract the lone element of the specified Collection.\n @param <E> collection type\n @param collection to read\n @return sole member of collection\n @throws IllegalArgumentException if collection is null/empty or contains more than one element\n
7605,interface,org/apache/commons/collections/IterableSortedMap,"{@link SortedMap} + {@link OrderedMap}.\n\n @param <K> the type of the keys in the map\n @param <V> the type of the values in the map\n @since Commons Collections 5\n @TODO fix version\n @version $Revision: 815058 $ $Date: 2009-09-15 07:55:27 +0200 (Tue, 15 Sep 2009) $\n\n @author Matt Benson\n"
7611,interface,org/apache/commons/collections/ResettableIterator,"\n Defines an iterator that can be reset back to an initial state.\n <p>\n This interface allows an iterator to be repeatedly reused.\n\n @param <E> the type to iterate over\n @since Commons Collections 3.0\n @version $Revision: 815006 $ $Date: 2009-09-15 07:44:36 +0200 (Tue, 15 Sep 2009) $\n\n @author Stephen Colebourne\n"
7612,method,org/apache/commons/collections/ResettableIterator/reset/,Resets the iterator back to the position at which the iterator\n was created.\n
7613,class,org/apache/commons/collections/BufferUtils,"Provides utility methods and decorators for {@link Buffer} instances.\n\n @since Commons Collections 2.1\n @version $Revision: 815033 $ $Date: 2009-09-15 07:54:37 +0200 (Tue, 15 Sep 2009) $\n\n @author Paul Jack\n @author Stephen Colebourne\n"
7622,method,org/apache/commons/collections/BufferUtils/emptyBuffer/,Get an empty <code>Buffer</code>.\n @param <E>\n @return Buffer<E>\n
7624,field,org/apache/commons/collections/BufferUtils/EMPTY_BUFFER,An empty unmodifiable buffer.\n
7626,method,org/apache/commons/collections/Buffer/remove/,"Gets and removes the next object from the buffer.\n\n @return the next object in the buffer, which is also removed\n @throws BufferUnderflowException if the buffer is already empty\n"
7627,method,org/apache/commons/collections/Buffer/get/,"Gets the next object from the buffer without removing it.\n\n @return the next object in the buffer, which is not removed\n @throws BufferUnderflowException if the buffer is empty\n"
7629,method,org/apache/commons/collections/FunctorException/FunctorException/,Constructs a new <code>FunctorException</code> without specified\n detail message.\n
7633,class,org/apache/commons/collections/BagUtils,"Provides utility methods and decorators for {@link Bag} and {@link SortedBag}\n instances.\n\n @since Commons Collections 2.1\n @version $Revision: 815020 $ $Date: 2007-07-13 05:39:24 -0500 (Fri, 13 Jul\n 2007) $\n\n @author Paul Jack\n @author Stephen Colebourne\n @author Andrew Freeman\n @author Matthew Hawthorne\n"
7642,method,org/apache/commons/collections/BagUtils/emptyBag/,Get an empty <code>Bag</code>.\n @param <E>\n @return Bag<E>\n
7643,method,org/apache/commons/collections/BagUtils/emptySortedBag/,Get an empty <code>SortedBag</code>.\n @param <E>\n @return SortedBag<E>\n
7645,field,org/apache/commons/collections/BagUtils/EMPTY_BAG,An empty unmodifiable bag.\n
7646,field,org/apache/commons/collections/BagUtils/EMPTY_SORTED_BAG,An empty unmodifiable sorted bag.\n
7647,interface,org/apache/commons/collections/SortedBag,"Defines a type of <code>Bag</code> that maintains a sorted order among\n its unique representative members.\n\n @param <E> the type to iterate over\n @since Commons Collections 2.0\n @version $Revision: 815006 $ $Date: 2009-09-15 07:44:36 +0200 (Tue, 15 Sep 2009) $\n\n @author Chuck Burdick\n"
7648,method,org/apache/commons/collections/SortedBag/comparator/,"Returns the comparator associated with this sorted set, or null\n if it uses its elements' natural ordering.\n \n @return the comparator in use, or null if natural ordering\n"
7649,method,org/apache/commons/collections/SortedBag/first/,Returns the first (lowest) member.\n \n @return the first element in the sorted bag\n
7650,method,org/apache/commons/collections/SortedBag/last/,Returns the last (highest) member.\n \n @return the last element in the sorted bag\n
7653,method,org/apache/commons/collections/ArrayStack/peek/,Returns the top item off of this stack without removing it.\n\n @return the top item on the stack\n @throws EmptyStackException  if the stack is empty\n
7654,method,org/apache/commons/collections/ArrayStack/peek/int,"Returns the n'th item down (zero-relative) from the top of this\n stack without removing it.\n\n @param n  the number of items down to go\n @return the n'th item on the stack, zero relative\n @throws EmptyStackException  if there are not enough items on the\n  stack to satisfy this request\n"
7655,method,org/apache/commons/collections/ArrayStack/pop/,Pops the top item off of this stack and return it.\n\n @return the top item on the stack\n @throws EmptyStackException  if the stack is empty\n
7657,method,org/apache/commons/collections/ArrayStack/search/Object,"Returns the one-based position of the distance from the top that the\n specified object exists on this stack, where the top-most element is\n considered to be at distance <code>1</code>.  If the object is not\n present on the stack, return <code>-1</code> instead.  The\n <code>equals()</code> method is used to compare to the items\n in this stack.\n\n @param object  the object to be searched for\n @return the 1-based depth into the stack of the object, or -1 if not found\n"
7658,method,org/apache/commons/collections/ArrayStack/get/,Returns the element on the top of the stack.\n\n @return the element on the top of the stack\n @throws BufferUnderflowException  if the stack is empty\n
